entry_price,entry_time,direction,trend_direction,trend_strength,trend_bos_aligned,ob_near,ob_distance,ob_type,ob_size,ob_age,fvg_near,fvg_count,fvg_nearest_distance,fvg_size,fvg_type,ema_aligned,ema_trend,rsi_value,rsi_state,liquidity_near,liquidity_count,mtf_aligned,volatility,atr_value,price_position,distance_to_high,distance_to_low,volume_spike,volume_ratio,confluence_score,confluence_count,session,days_since_loss,streak_type,potential_rr,outcome,pnl,pnl_percent,exit_reason,holding_periods
12.7888,1527292800000,"long","up",0.48406418115850897,1,1,0.03212185662454648,"bull",0.3209243939581018,100,1,7,0.24534749155511076,0.5,"bull",1,"up",50.49543708560664,"neutral",1,26,1,0.09970666297295847,1.2751285714285712,0.2683172471674361,0.27267609158013256,0.09999374452646068,0,0.6026951830300111,1,6,"asian",0,"none",2,"LOSS",-199.413325945917,-19.9413325945917,"SL",79
12.6046,1527379200000,"long","up",0.4042889103977823,1,1,0.047204988654935554,"bull",0.3209243939581018,100,1,7,0.2343192167938689,0.5,"bull",1,"up",47.782763384724475,"neutral",1,26,1,0.09863405876766078,1.243242857142857,0.22966848510281154,0.29127461402979865,0.08684131190200402,0,0.5389738469194332,1,6,"asian",0,"none",2,"LOSS",-197.26811753532164,-19.726811753532164,"SL",78
11.9179,1527465600000,"long","up",0.44829206487720097,0,1,0.1451765831228656,"bull",0.12828784119106698,60,1,4,0.19020129385210482,0.5,"bull",1,"up",48.54545002856929,"neutral",1,26,1,0.10515035606704441,1.2531714285714286,0.08558539655895923,0.365676839040435,0.034225828375804436,0,0.47720124622959575,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-210.3007121340889,-21.030071213408892,"SL",78
12.6073,1527552000000,"long","up",0.47140942152562376,1,1,0.04698071752080143,"bull",0.3209243939581018,100,1,7,0.23448319624344632,0.5,"bull",1,"up",46.31995638466825,"neutral",1,26,1,0.10038458444144037,1.2655785714285712,0.2300734522560338,0.2909980725452713,0.08695755633640836,0,0.7707853968392957,1,6,"asian",0,"none",2,"LOSS",-200.76916888288068,-20.076916888288068,"SL",77
12.6199,1527638400000,"long","up",0.46718278274788355,1,1,0.04593538776060038,"bull",0.3209243939581018,100,1,7,0.2352475059231848,0.5,"bull",1,"up",51.7864383870241,"neutral",1,26,1,0.0979230082194448,1.2357785714285714,0.2327177334732424,0.2897091102148195,0.08786915902661671,0,0.688024630765102,1,6,"asian",0,"none",2,"LOSS",-195.8460164388895,-19.584601643888952,"SL",75
14.2,1527724800000,"long","up",0.2520281690140906,1,1,0.07045070422535205,"bull",0.3209243939581018,100,1,4,0.3203450704225352,0.5,"bull",1,"up",51.375667386118366,"neutral",1,26,1,0.0928324949698189,1.3182214285714282,0.5643231899265477,0.1461971830985916,0.1893661971830986,0,1.3999635295087889,1,6,"asian",0,"none",2,"LOSS",-185.6649899396378,-18.56649899396378,"SL",72
14.2888,1527811200000,"long","up",0.04490929959128879,1,1,0.07622753485247186,"bull",0.3209243939581018,100,1,4,0.3245688931190863,0.5,"bull",1,"up",43.85992524099941,"neutral",1,26,1,0.0744149263759028,1.0633,0.58295907660021,0.13907396002463465,0.19440400873411348,0,1.1607503475988166,1,6,"asian",0,"none",2,"LOSS",-148.8298527518056,-14.88298527518056,"SL",40
14.6732,1527897600000,"long","up",0.1986206144535626,1,1,0.10042799116757077,"bull",0.3209243939581018,100,1,3,0.3422634462830194,0.5,"bull",1,"up",49.70175184595338,"neutral",1,27,1,0.06840264661326187,1.003685714285714,0.6636306400839455,0.10923315977428238,0.21550854619305948,0,1.1660089145476746,1,6,"asian",0,"none",2,"LOSS",-136.80529322652373,-13.680529322652374,"SL",38
14.6995,1527984000000,"long","up",0.4048368992142535,1,1,0.1020374842681724,"bull",0.3209243939581018,100,1,3,0.34344025306983234,0.5,"bull",1,"up",53.55359147025813,"neutral",1,27,1,0.06848532263002141,1.0066999999999997,0.6691500524658973,0.10724854586890706,0.21691213986870309,0,1.0871718043681946,1,6,"asian",0,"none",2,"LOSS",-136.9706452600428,-13.69706452600428,"SL",37
14.2636,1528070400000,"long","up",0.45318152500069847,1,1,0.07459547379343223,"bull",0.3209243939581018,100,1,4,0.32337558540620887,0.5,"bull",1,"up",49.999244861281014,"neutral",1,27,1,0.07084116211896013,1.0104499999999998,0.5776705141657924,0.14108640174990883,0.1929807341765053,0,0.760145283227853,1,6,"asian",0,"none",2,"LOSS",-141.68232423792023,-14.168232423792023,"SL",37
15.6156,1528156800000,"long","up",0.5400112707804997,1,1,0.1547170777940009,"bull",0.3209243939581018,100,1,1,1,0,"mixed",1,"up",53.006916869476115,"neutral",1,27,1,0.06662568201029738,1.0403999999999998,0.8614060860440715,0.04229104229104224,0.2628525320833014,0,1.2134135971420679,1,6,"asian",0,"none",2,"LOSS",-133.2513640205948,-13.325136402059478,"SL",5
17.275,1528243200000,"long","up",0.6835426917510817,1,1,0.23591316931982625,"bull",0.3209243939581018,100,1,3,0.026500723589001383,0.07330590110125354,"bull",1,"up",75.08938061648468,"overbought",1,27,1,0.06250733925987183,1.0798142857142856,0.9661900531371,0.011675832127351807,0.3336613603473227,0,1.7133564934591516,1,6,"asian",0,"none",2,"LOSS",-125.01467851974365,-12.501467851974365,"SL",4
16.2791,1528329600000,"long","up",0.6812600205171073,1,1,0.18916893440055038,"bull",0.3209243939581018,100,1,2,0.03489750661891624,0.025396219209471015,"bull",1,"up",78.92585629036212,"overbought",1,27,1,0.06736376265097141,1.0966214285714286,0.795829994715038,0.07356672051894769,0.2867541817422338,0,1.5199048713244694,1,6,"asian",0,"none",2,"LOSS",-134.72752530194285,-13.472752530194285,"SL",3
16.2292,1528416000000,"long","up",0.6941069183940086,1,1,0.1866758681882039,"bull",0.3209243939581018,100,1,2,0.03193010129889326,0.025396219209471015,"bull",1,"up",69.62907762205822,"neutral",1,27,1,0.06810651700110207,1.1053142857142857,0.7873229111614978,0.0768676213245263,0.2845611613634682,0,1.2109875021540732,1,6,"asian",0,"none",2,"LOSS",-136.21303400220415,-13.621303400220416,"SL",2
16.0188,1528502400000,"long","up",0.6112505306265098,1,1,0.1759932079806227,"bull",0.3209243939581018,100,1,2,0.01921492246610224,0.025396219209471015,"bull",1,"up",71.11814967589864,"overbought",1,27,1,0.07076283581077948,1.1335357142857143,0.7514533644748279,0.09101181112193188,0.2751641820860488,0,1.1166283711099314,1,6,"asian",0,"none",2,"LOSS",-141.52567162155896,-14.152567162155897,"SL",1
14.18,1528588800000,"long","up",0.30850493653032796,1,1,0.06913963328631872,"bull",0.3209243939581018,100,1,4,0.3193864598025388,0.5,"bull",1,"up",70.89013436452188,"overbought",1,27,1,0.09104876083014309,1.2910714285714289,0.43796989276642156,0.23248942172073353,0.18117066290550063,0,1.2324621776886509,1,6,"asian",0,"none",2,"LOSS",-182.09752166028613,-18.209752166028615,"SL",62
15.47,1528675200000,"long","up",0.31117000646412507,1,1,0.14676147382029736,"bull",0.3209243939581018,100,1,4,0.046994182288299956,0.033032625652852206,"bull",1,"up",62.13065348191208,"neutral",1,28,1,0.0865490811709299,1.3389142857142855,0.6578924936495217,0.12971557853910798,0.24945054945054945,0,1.178301151842939,1,6,"asian",0,"none",2,"LOSS",-173.09816234185985,-17.309816234185984,"SL",29
15.2263,1528761600000,"long","up",0.3704839652443466,1,1,0.1331052192587825,"bull",0.3209243939581018,100,1,2,0.03174113212008169,0.033032625652852206,"bull",1,"up",64.4223890372311,"neutral",1,28,1,0.08915447988958955,1.3574928571428573,0.6163458751726135,0.14779690404103432,0.23743785423904687,0,1.6121999344687725,1,6,"asian",0,"none",2,"LOSS",-178.30895977917916,-17.830895977917915,"SL",29
14.5888,1528848000000,"long","up",0.3666442750603256,0,1,0.09522373327484102,"bull",0.3209243939581018,100,1,4,0.33845826935731527,0.5,"bull",1,"up",62.83232896136123,"neutral",1,28,1,0.1005654043806599,1.4671285714285713,0.5076631945036398,0.19795322439131388,0.20411548585216058,0,1.405321232653307,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-201.13080876131983,-20.113080876131985,"SL",41
14.867,1528934400000,"long","up",0.5194457523373887,1,1,0.11215443599919288,"bull",0.3209243939581018,100,1,3,0.3508374251698393,0.5,"bull",1,"up",52.11006186909802,"neutral",1,28,1,0.09521471331520434,1.415557142857143,0.5550914639343982,0.17553642295015806,0.21900854240936302,0,1.1662521592278594,1,6,"asian",0,"none",2,"LOSS",-190.42942663040864,-19.042942663040865,"SL",28
14.9895,1529020800000,"long","up",0.5564762000066702,1,1,0.11941025384435767,"bull",0.3209243939581018,100,1,3,0.3561426331765569,0.5,"bull",1,"up",53.07474687313878,"neutral",1,29,1,0.09606152878443482,1.4399142857142857,0.5759755868864754,0.1659294839721139,0.2253911071083091,0,1.0823830892596726,1,6,"asian",0,"none",2,"LOSS",-192.12305756886965,-19.212305756886966,"SL",27
15.7602,1529107200000,"long","up",0.5564903998680181,1,1,0.1624725574548546,"bull",0.3209243939581018,100,1,3,0.003121787794571073,0.025396219209471015,"bull",1,"up",51.73021169520267,"neutral",1,29,1,0.09253327097009285,1.4583428571428574,0.7073665547164019,0.10891359246710078,0.263270770675499,0,1.0025393161207548,1,6,"asian",0,"none",2,"LOSS",-185.0665419401857,-18.50665419401857,"SL",24
16.5987,1529193600000,"long","up",0.7163934524992893,1,1,0.20478109731484997,"bull",0.3209243939581018,100,1,2,0.013163681493128907,0.07330590110125354,"bull",1,"up",55.365254074396304,"neutral",1,29,1,0.09106565144086157,1.511571428571429,0.8503162452904172,0.052895708700078925,0.3004873875664962,0,1.2645022465277609,1,6,"asian",0,"none",2,"LOSS",-182.13130288172314,-18.213130288172312,"SL",7
16.8111,1529280000000,"long","up",0.8471129194401273,1,1,0.21482829796979375,"bull",0.3209243939581018,100,1,2,0.00036285549428651274,0.07330590110125354,"bull",1,"up",61.34921020656136,"neutral",1,29,1,0.08964655155564737,1.5070571428571433,0.8865267572497739,0.03959288803231206,0.30932538620316335,0,1.0825839858315658,1,6,"asian",0,"none",2,"LOSS",-179.29310311129476,-17.929310311129477,"SL",6
16.7556,1529366400000,"long","up",0.9654026116641599,1,1,0.21222755377306696,"bull",0.3209243939581018,100,1,2,0.003676382821265639,0.07330590110125354,"bull",1,"up",56.53428655757059,"neutral",1,29,1,0.08671642401857974,1.4529857142857148,0.8770649709327105,0.04303635799374536,0.30703764711499437,0,0.7929807483454737,1,6,"asian",0,"none",2,"LOSS",-173.4328480371595,-17.34328480371595,"SL",5
16.0773,1529452800000,"long","up",0.926623251416596,1,1,0.17899149732853156,"bull",0.3209243939581018,100,1,4,0.022783676363568553,0.025396219209471015,"bull",1,"up",46.55752916224815,"neutral",1,29,1,0.08594682298289247,1.3817928571428573,0.7614265987009223,0.08704197844165375,0.2778016209189354,0,0.741340727053011,1,6,"asian",0,"none",2,"LOSS",-171.89364596578488,-17.18936459657849,"SL",16
17.0727,1529539200000,"long","up",0.7614905668113429,1,1,0.22685925483374045,"bull",0.3209243939581018,100,1,2,0.014965412617805115,0.07330590110125354,"bull",1,"up",48.60373076497288,"neutral",1,29,1,0.08170981408079232,1.3950071428571431,0.9311250149172307,0.02366350957962126,0.31990839175994423,0,1.3223788523915667,1,6,"asian",0,"none",2,"LOSS",-163.41962816158463,-16.34196281615846,"SL",3
15.56,1529625600000,"long","up",0.6223457583547559,1,1,0.1516966580976864,"bull",0.3209243939581018,100,1,4,0.009704370179948574,0.025396219209471015,"bull",1,"up",55.16097847501806,"neutral",1,29,1,0.09494215938303344,1.4773000000000003,0.6732359309204357,0.12318123393316198,0.2537917737789203,0,1.2254376152134026,1,6,"asian",0,"none",2,"LOSS",-189.8843187660669,-18.98843187660669,"SL",19
15.6398,1529712000000,"long","up",0.41485824626912954,1,1,0.15602501310758443,"bull",0.3209243939581018,100,1,4,0.004552487883476838,0.025396219209471015,"bull",1,"up",47.57868738257584,"neutral",1,29,1,0.09308531530363015,1.4558357142857148,0.6868404453006458,0.11745035102750687,0.2575992020358316,0,0.7684792670121094,1,6,"asian",0,"none",2,"LOSS",-186.17063060726028,-18.61706306072603,"SL",17
14.4174,1529798400000,"long","up",0.3304895473525037,0,1,0.08446737969398091,"bull",0.3209243939581018,100,1,4,0.3305935883030228,0.5,"bull",1,"up",59.46054541683949,"neutral",1,29,1,0.0994279729453894,1.4334928571428571,0.47844247063436585,0.21219498661339772,0.194653682356042,0,1.3547085166785344,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-198.85594589077883,-19.885594589077883,"SL",48
14.92,1529884800000,"long","up",0.0861461126005371,1,1,0.11530831099195708,"bull",0.3209243939581018,100,1,4,0.35314343163538875,0.5,"bull",1,"up",43.11810241121397,"neutral",1,29,1,0.09408895059364229,1.403807142857143,0.564127043660603,0.17136058981233251,0.22178284182305624,0,0.7999936883581776,1,6,"asian",0,"none",2,"LOSS",-188.17790118728453,-18.817790118728453,"SL",17
14.0525,1529971200000,"long","up",0.20096068315245572,1,1,0.06069382672122398,"bull",0.3209243939581018,100,1,4,0.3132111723892546,0.5,"bull",1,"up",48.062986150635545,"neutral",1,30,1,0.09928634965816963,1.3952214285714286,0.4162333566326269,0.24367194449386234,0.17374132716598467,0,0.5162428060689855,1,6,"asian",0,"none",2,"LOSS",-198.5726993163392,-19.85726993163392,"SL",48
14.0737,1530057600000,"long","up",0.42417416883974485,1,1,0.062108756048516046,"bull",0.3209243939581018,100,1,4,0.314245720741525,0.5,"bull",1,"up",46.704356910219374,"neutral",1,30,0,0.0909848054984018,1.2804928571428573,0.4198475885231089,0.24179853201361406,0.17498596673227365,0,0.5813985073377187,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-181.96961099680365,-18.196961099680365,"SL",45
14.206,1530144000000,"long","up",0.5734689567788256,0,1,0.07084330564550186,"bull",0.3209243939581018,100,1,4,0.32063212727016754,0.5,"bull",1,"up",44.96605114537723,"neutral",1,30,1,0.08958438084511575,1.2726357142857143,0.4424024413113522,0.23023370406870347,0.18266929466422632,0,0.9112524402630566,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-179.16876169023146,-17.916876169023148,"SL",26
14.5399,1530230400000,"long","up",0.614172036946607,1,1,0.09218082655313993,"bull",0.3209243939581018,100,1,4,0.3362333991292925,0.5,"bull",1,"up",45.03441369956776,"neutral",1,31,1,0.08712429737677507,1.2667785714285718,0.499326593586443,0.20198213192662962,0.20143879944153667,0,0.6949792449323773,1,6,"asian",0,"none",2,"LOSS",-174.2485947535501,-17.42485947535501,"SL",13
14.6851,1530316800000,"long","up",0.35426384566669694,1,1,0.10115695500881847,"bull",0.3209243939581018,100,1,4,0.34279643992890757,0.5,"bull",1,"up",41.812814491781275,"neutral",1,31,1,0.08507311103480011,1.2493071428571432,0.5240806723835176,0.1900974457102778,0.20933463170152056,0,0.8405265385351623,1,6,"asian",0,"none",2,"LOSS",-170.1462220696002,-17.01462220696002,"SL",11
14.37,1530403200000,"long","up",0.28510786360473267,1,1,0.08144745998608205,"bull",0.3209243939581018,100,1,4,0.32838552540013916,0.5,"bull",1,"up",35.84447863652501,"neutral",1,31,1,0.08273834377174671,1.1889500000000002,0.4703615936716843,0.2161934585942938,0.1919972164231036,0,0.4838350107688621,1,6,"asian",0,"none",2,"LOSS",-165.47668754349343,-16.547668754349342,"SL",11
14.5968,1530489600000,"long","up",0.1851981256165671,1,1,0.09571960977748546,"bull",0.3209243939581018,100,1,4,0.33882083744382335,0.5,"bull",1,"up",32.2126524723473,"neutral",1,31,1,0.0797420373937145,1.1639785714285718,0.5090270555943875,0.1972966677627974,0.20455168256056117,0,0.7804953932896121,1,6,"asian",0,"none",2,"LOSS",-159.48407478742894,-15.948407478742894,"SL",9
14.1639,1530576000000,"long","up",0.11644391728266305,1,1,0.06808153121668466,"bull",0.3209243939581018,100,1,4,0.318612811443176,0.5,"bull",1,"up",34.65278962634362,"neutral",1,31,1,0.08204913295672196,1.1621357142857143,0.4352251223212914,0.2338903832983854,0.18023990567569662,0,0.7556945813852955,1,6,"asian",0,"none",2,"LOSS",-164.0982659134439,-16.40982659134439,"SL",9
14.0212,1530662400000,"long","up",0.21397597923144696,1,1,0.058596981713405424,"bull",0.3209243939581018,100,1,4,0.3116780304110918,0.5,"bull",1,"up",35.90559533280296,"neutral",1,31,1,0.07855247767666107,1.1014000000000002,0.4108972501150757,0.24644823552905604,0.17189684192508484,0,0.47269493563745435,1,6,"asian",0,"none",2,"LOSS",-157.1049553533221,-15.71049553533221,"SL",8
13.76,1530748800000,"long","up",0.22744912790697153,1,1,0.04072674418604648,"bull",0.3209243939581018,100,1,6,0.2986119186046512,0.5,"bull",1,"up",24.29276676045896,"oversold",1,31,1,0.07594113372093024,1.04495,0.3663671855021564,0.27010901162790707,0.1561773255813953,0,0.5284754647462023,1,6,"asian",0,"none",2,"LOSS",-151.88226744186048,-15.188226744186048,"SL",19
13.4366,1530835200000,"long","up",0.359004510069511,1,1,0.017638390664304966,"bull",0.3209243939581018,100,1,7,0.28173049729842375,0.5,"bull",1,"up",30.784012298232113,"neutral",1,31,0,0.07024204677628906,0.9438142857142857,0.3112331009086724,0.30067874313442394,0.13586770462765876,0,0.4486461092334593,0.8333333333333334,5,"asian",0,"none",2,"LOSS",-140.48409355257812,-14.048409355257812,"SL",36
14.16,1530921600000,"long","up",0.48288135593220805,0,1,0.06782485875706214,"bull",0.3209243939581018,100,1,4,0.3184251412429379,0.5,"bull",1,"up",27.64247442766684,"oversold",1,31,0,0.06808716707021792,0.9641142857142857,0.43456024003955185,0.23423022598870064,0.18001412429378527,0,1.1962471450808962,0.6666666666666666,4,"asian",0,"none",2,"LOSS",-136.1743341404358,-13.617433414043582,"SL",4
14.01,1531008000000,"long","up",0.6276159885795892,0,1,0.057844396859386124,"bull",0.3209243939581018,100,1,6,0.31112776588151325,0.5,"bull",1,"up",47.0936272074432,"neutral",1,31,0,0.05827725094320384,0.8164642857142858,0.40898784458802856,0.247444682369736,0.17123483226266947,0,0.8746392847549245,0.6666666666666666,4,"asian",0,"none",2,"LOSS",-116.55450188640769,-11.655450188640769,"SL",3
13.5348,1531094400000,"long","up",0.796775718887617,0,1,0.024765788929278627,"bull",0.3209243939581018,100,1,7,0.2869418092620505,0.5,"bull",1,"up",38.835999607419765,"neutral",1,31,0,0.05608927674270346,0.7591571428571429,0.32797449579760296,0.2912418358601531,0.14213730531666519,0,0.5379635953820895,0.6666666666666666,4,"asian",0,"none",2,"LOSS",-112.17855348540697,-11.217855348540697,"SL",3
